age(String),workclass(String),fnlwgt(String),education(String),education_num(String),marital_status(String),occupation(String),relationship(String),race(String),sex(String),capital_gain(String),capital_loss(String),hours_per_week(String),nativecountry(String),class(String)
53,private,103931,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
60,private,232618,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,35,united-states,>50k
49,local-gov,288548,masters,14,separated,prof-specialty,unmarried,white,female,0,0,50,united-states,<=50k
40,private,220609,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
48,self-emp-inc,26145,10th,6,married-civ-spouse,farming-fishing,husband,white,male,0,0,80,united-states,<=50k
23,private,268525,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,50,united-states,<=50k
68,?,133758,7th-8th,4,widowed,?,not-in-family,black,male,0,0,10,united-states,<=50k
42,private,121264,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
37,self-emp-not-inc,29814,hs-grad,9,never-married,farming-fishing,own-child,white,male,0,0,85,united-states,<=50k
27,private,193701,hs-grad,9,never-married,craft-repair,own-child,white,female,0,0,45,united-states,<=50k
38,private,183279,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,44,united-states,>50k
27,private,163942,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,35,ireland,<=50k
75,private,188612,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
49,self-emp-inc,102771,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,52,united-states,>50k
27,private,85625,some-college,10,never-married,sales,not-in-family,white,male,0,0,20,united-states,<=50k
36,self-emp-not-inc,245090,bachelors,13,never-married,farming-fishing,not-in-family,white,male,0,0,50,mexico,<=50k
36,private,131239,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,3103,0,45,united-states,>50k
35,private,182074,hs-grad,9,divorced,handlers-cleaners,own-child,white,male,0,0,35,united-states,<=50k
36,private,187046,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
53,private,90624,11th,7,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,<=50k
27,private,37933,some-college,10,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k
34,private,182177,hs-grad,9,divorced,craft-repair,not-in-family,white,male,3325,0,35,united-states,<=50k
61,private,716416,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,44,united-states,>50k
29,private,190562,hs-grad,9,divorced,machine-op-inspct,unmarried,white,male,0,0,56,united-states,<=50k
40,state-gov,141583,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,35,united-states,<=50k
37,private,98941,masters,14,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,>50k
22,private,201729,9th,5,never-married,handlers-cleaners,other-relative,white,male,0,0,30,united-states,<=50k
43,self-emp-inc,175485,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
55,self-emp-not-inc,149168,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,30,united-states,<=50k
28,private,115971,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
23,private,161708,bachelors,13,never-married,other-service,own-child,white,female,0,0,30,united-states,<=50k
64,local-gov,244903,11th,7,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,>50k
46,private,155664,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k
29,private,112754,some-college,10,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
44,private,178385,masters,14,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,48,india,<=50k
20,private,44064,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,25,united-states,<=50k
62,self-emp-not-inc,120939,some-college,10,divorced,sales,not-in-family,white,male,0,0,40,united-states,<=50k
49,private,165134,assoc-voc,11,never-married,exec-managerial,unmarried,white,female,0,0,35,columbia,<=50k
29,private,100405,10th,6,married-civ-spouse,farming-fishing,wife,amer-indian-eskimo,female,0,0,40,united-states,<=50k
35,self-emp-not-inc,361888,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,60,japan,<=50k
39,local-gov,167864,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,30,united-states,<=50k
39,private,202950,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,45,united-states,<=50k
37,private,218188,hs-grad,9,divorced,machine-op-inspct,other-relative,white,female,0,0,32,united-states,<=50k
38,private,234962,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,2829,0,30,mexico,<=50k
72,?,177226,hs-grad,9,married-civ-spouse,?,husband,white,male,0,0,8,united-states,<=50k
31,private,259931,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
55,private,189528,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50k
38,private,34996,some-college,10,separated,other-service,unmarried,white,female,0,0,40,united-states,<=50k
33,private,112584,some-college,10,divorced,sales,not-in-family,white,female,0,0,25,united-states,<=50k
25,private,117589,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
19,?,145234,some-college,10,never-married,?,own-child,white,male,0,0,30,united-states,<=50k
37,private,267086,assoc-voc,11,divorced,tech-support,unmarried,white,female,0,0,52,united-states,<=50k
49,private,44434,some-college,10,divorced,tech-support,other-relative,white,male,0,0,35,united-states,<=50k
26,private,96130,hs-grad,9,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,<=50k
35,private,181382,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,43,united-states,<=50k
44,self-emp-inc,168845,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,60,united-states,<=50k
37,private,271767,masters,14,separated,exec-managerial,not-in-family,white,male,0,0,45,united-states,>50k
42,private,194636,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k
64,state-gov,194894,doctorate,16,never-married,prof-specialty,not-in-family,white,female,4787,0,40,united-states,>50k
28,private,132686,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,>50k
35,self-emp-not-inc,185848,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,4650,0,50,united-states,<=50k
40,state-gov,184378,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
55,federal-gov,270859,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
21,private,231866,hs-grad,9,never-married,farming-fishing,own-child,white,male,0,0,65,united-states,<=50k
49,private,36032,some-college,10,never-married,exec-managerial,not-in-family,black,female,0,0,40,united-states,<=50k
51,state-gov,172962,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
57,private,98350,prof-school,15,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,1902,40,philippines,>50k
51,private,24185,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
38,private,53930,10th,6,never-married,craft-repair,not-in-family,black,male,0,0,40,?,<=50k
24,private,85088,hs-grad,9,never-married,sales,own-child,white,female,0,1762,32,united-states,<=50k
45,self-emp-not-inc,94962,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,england,<=50k
28,private,480861,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,<=50k
42,self-emp-inc,187702,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,2415,60,united-states,>50k
22,private,52262,some-college,10,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
28,state-gov,52636,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
60,private,175273,hs-grad,9,widowed,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k
31,private,327825,hs-grad,9,separated,machine-op-inspct,unmarried,white,female,0,2238,40,united-states,<=50k
47,private,125892,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,75,united-states,>50k
40,?,78255,hs-grad,9,divorced,?,not-in-family,white,male,0,0,25,united-states,<=50k
30,private,398827,hs-grad,9,married-af-spouse,adm-clerical,husband,white,male,0,0,60,united-states,<=50k
61,private,208919,masters,14,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,>50k
71,local-gov,365996,bachelors,13,widowed,prof-specialty,unmarried,white,female,0,0,6,united-states,<=50k
42,private,307638,hs-grad,9,divorced,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
44,local-gov,33068,12th,8,married-civ-spouse,craft-repair,husband,white,male,0,0,55,united-states,<=50k
46,self-emp-not-inc,254291,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,>50k
50,local-gov,125417,prof-school,15,never-married,exec-managerial,not-in-family,black,female,0,0,52,united-states,>50k
27,state-gov,28848,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,9,united-states,<=50k
40,?,273425,assoc-voc,11,married-civ-spouse,?,husband,white,male,0,0,15,united-states,<=50k
21,private,194723,some-college,10,never-married,adm-clerical,other-relative,white,female,0,0,40,mexico,<=50k
25,private,195118,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,0,0,35,united-states,<=50k
61,private,123273,5th-6th,3,divorced,transport-moving,not-in-family,white,male,0,1876,56,united-states,<=50k
54,private,220115,some-college,10,divorced,adm-clerical,not-in-family,white,male,0,0,30,united-states,<=50k
31,private,265706,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
53,self-emp-not-inc,279129,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,30,united-states,<=50k
39,self-emp-inc,122742,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,15024,0,55,united-states,>50k
57,self-emp-inc,172654,prof-school,15,married-civ-spouse,transport-moving,husband,white,male,15024,0,50,united-states,>50k
48,private,119199,bachelors,13,divorced,sales,unmarried,white,female,0,0,44,united-states,<=50k
30,private,107793,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,56,united-states,>50k
35,private,237943,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,60,united-states,<=50k
42,self-emp-not-inc,64632,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
34,self-emp-not-inc,96245,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
59,private,361494,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
69,local-gov,122850,10th,6,married-civ-spouse,exec-managerial,husband,white,male,0,0,20,united-states,<=50k
29,private,173652,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
40,private,164663,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
21,private,98678,some-college,10,never-married,other-service,own-child,white,male,0,0,15,united-states,<=50k
40,private,245529,assoc-acdm,12,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
43,private,55294,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
36,private,140583,hs-grad,9,divorced,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k
41,private,79797,hs-grad,9,married-spouse-absent,prof-specialty,not-in-family,asian-pac-islander,male,0,0,40,japan,>50k
72,?,113044,hs-grad,9,widowed,?,not-in-family,white,male,0,0,30,united-states,<=50k
20,private,283499,some-college,10,never-married,transport-moving,own-child,white,male,0,0,30,united-states,<=50k
41,local-gov,51111,bachelors,13,widowed,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
34,private,232475,some-college,10,divorced,exec-managerial,not-in-family,white,male,0,0,50,united-states,<=50k
48,private,176140,11th,7,divorced,other-service,unmarried,black,female,0,0,40,united-states,<=50k
27,private,301654,hs-grad,9,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,<=50k
35,private,376455,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,15024,0,60,united-states,>50k
28,?,192569,hs-grad,9,never-married,?,own-child,black,male,0,0,40,united-states,<=50k
27,private,229803,hs-grad,9,never-married,craft-repair,own-child,black,male,0,0,40,united-states,<=50k
20,private,337639,some-college,10,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k
18,private,130849,some-college,10,never-married,sales,own-child,white,female,0,0,15,united-states,<=50k
32,private,296282,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
38,private,266645,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50k
23,state-gov,110128,some-college,10,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50k
28,private,90196,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
40,state-gov,40024,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,38,united-states,>50k
35,private,144322,hs-grad,9,divorced,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k
74,self-emp-inc,162340,some-college,10,widowed,exec-managerial,unmarried,white,male,0,0,40,united-states,<=50k
28,private,169069,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
23,private,113601,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,30,united-states,<=50k
20,self-emp-not-inc,157145,some-college,10,never-married,farming-fishing,own-child,white,male,0,2258,10,united-states,<=50k
44,private,111275,hs-grad,9,divorced,machine-op-inspct,unmarried,black,female,0,0,56,united-states,<=50k
46,local-gov,102076,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,25,united-states,<=50k
20,?,182117,some-college,10,never-married,?,own-child,white,male,0,0,40,united-states,<=50k
51,self-emp-not-inc,145409,bachelors,13,married-civ-spouse,sales,husband,white,male,15024,0,50,united-states,>50k
40,private,190122,some-college,10,separated,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
48,private,331482,prof-school,15,married-civ-spouse,tech-support,husband,white,male,0,1977,40,united-states,>50k
60,self-emp-not-inc,170114,9th,5,married-civ-spouse,farming-fishing,husband,white,male,0,1672,84,united-states,<=50k
48,self-emp-inc,193188,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
46,local-gov,267588,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,70,united-states,<=50k
48,self-emp-inc,200471,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
22,?,175586,hs-grad,9,never-married,?,unmarried,black,female,0,0,35,united-states,<=50k
24,local-gov,322658,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
45,state-gov,263982,some-college,10,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k
